"S","Y","H"
"Ssynth",0.7,1.23230148555055
"Ssynth",0.8,1.37753426722226
"Ssynth",0.86,2.0492869606661
"Ssynth",0.79,1.27276885033344
"Ssynth",0.72,1.27975655323356
"Ssynth",0.12,-0.690944386975481
"Ssynth",0.23,-0.358793445065171
"Ssynth",0.79,1.78104766733957
"Ssynth",0.15,-0.624867641039932
"Ssynth",0.71,1.20418717462328
"Ssynth",0.32,-0.0660473509609755
"Ssynth",0.79,1.33709459775493
"Ssynth",0.19,-0.431891476356821
"Ssynth",0.34,0.00440290672103874
"Ssynth",0.11,-0.912699800774782
"Ssynth",0.07,-0.871697348044672
"Ssynth",0.28,-0.183669727235821
"Ssynth",0.82,1.52837633914331
"Ssynth",0.31,-0.090821667024958
"Ssynth",0.27,-0.211623870298955
"Ssynth",0.86,1.41582805899128
"Ssynth",0.1,-0.74623283304613
"Ssynth",0.1,-0.680436711425629
"Ssynth",0.88,1.39058221360349
"Ssynth",0.86,1.50160974690023
"Ssynth",0.18,-0.50333018057951
"Ssynth",0.18,-0.479034416447951
"Ssynth",0.16,-0.501687382342812
"Ssynth",0.13,-0.631799693357131
"Ssynth",0.84,1.51437997273649
"Ssynth",0.1,-0.636677851833921
"Ssynth",0.14,-0.569331690880252
"Ssynth",0.13,-0.562416859564109
"Ssynth",0.21,-0.377253960474631
"Ssynth",0.16,-0.533343303009498
"Ssynth",0.16,-0.522696324000126
"Ssynth",0.09,-0.822317757286637
"Ssynth",0.06,-1.1171246381203
"Ssynth",0.11,-0.680517036690586
"Ssynth",0.14,-0.567976093127149
"Ssynth",0.17,-0.569568183470184
"Ssynth",0.06,-1.03132527257763
"Ssynth",0.02,-1.14900836193449
"Ssynth",0.06,-0.840979184828844
"Ssynth",0.01,-0.956264295522015
"Ssynth",0.93,1.81999688179422
"Ssynth",0.72,0.912160161099364
"Ssynth",0.18,-0.552270435603079
"Ssynth",0.1,-0.863971845307519
"Ssynth",0.78,1.37308761044588
"Ssynth",0.03,-0.931388486839254
"Ssynth",0.14,-0.645717772128006
"Ssynth",0.66,0.989281597653581
"Ssynth",0.08,-1.02174032055972
"Ssynth",0.65,1.1442294091522
"Ssynth",0.32,-0.0667821096575543
"Ssynth",0.11,-0.710049067150355
"Ssynth",0.12,-0.685257184535337
"Ssynth",0.06,-0.999735131279171
"Ssynth",0.9,1.96044384479537
"Ssynth",0.85,2.01039358297308
"Ssynth",0.84,1.97148791905117
"Ssynth",0.98,2.26257928268784
"Ssynth",0.18,-0.495011112874674
"Ssynth",0.89,1.92576127225461
"Ssynth",0.84,1.55992593442413
"Ssynth",0.08,-0.590192662898123
"Ssynth",0.22,-0.391303124110113
"Ssynth",0.14,-0.634242422675081
"Ssynth",0.78,1.44743897511388
"Ssynth",0.22,-0.345705433838751
"Ssynth",0.13,-0.533092648322124
"Ssynth",0.06,-0.848340880844992
"Ssynth",0.76,1.10826675343203
"Ssynth",0.06,-0.959563413922318
"Ssynth",0.78,1.13723828732282
"Ssynth",0.8,1.5802785305135
"Ssynth",0.12,-0.732360598444945
"Ssynth",0.08,-0.908539678296559
"Ssynth",0.79,1.54742656476833
"Ssynth",0.27,-0.202981102710034
"Ssynth",0.02,-1.05382407126777
"Ssynth",0.08,-0.693715751135714
"Ssynth",0.82,1.79446778784222
"Ssynth",0.17,-0.636184156581035
"Ssynth",0.21,-0.420142958918255
"Ssynth",0.79,1.37676072824938
"Ssynth",0.8,1.43558727162071
"Ssynth",0.16,-0.586759532716416
"Ssynth",0.28,-0.200797175902864
"Ssynth",0.09,-0.863227547364579
"Ssynth",0.19,-0.452174763059247
"Ssynth",0.14,-0.639923621329955
"Ssynth",0.12,-0.703811959239178
"Ssynth",0.16,-0.551729204172929
"Ssynth",0.14,-0.582980709303764
"Ssynth",0.14,-0.581836588122167
"Ssynth",0.13,-0.786804345761566
"Ssynth",0.12,-0.697506433741273
"Ssynth",0.13,-0.665624810038355
"Ssynth",0.17,-0.553930157611547
"Ssynth",0.2,-0.452338230666737
"Ssynth",0.26,-0.276708907278683
"Ssynth",0.16,-0.561185578318371
"Ssynth",0.76,1.54564959243127
"Ssynth",0.11,-0.763596885505407
"Ssynth",0.18,-0.540799193604484
"Ssynth",0.31,-0.101229964045981
"Ssynth",0.2,-0.440675908389195
"Ssynth",0.81,1.68564192346412
"Ssynth",0.81,1.33904499979316
"Ssynth",0.74,1.35838088762389
"Ssynth",0.81,1.52827694021708
"Ssynth",0.73,1.14775617613939
"Ssynth",0.13,-0.724421067842765
"Ssynth",0.8,1.57903200987745
"Ssynth",0.13,-0.710456921550571
"Ssynth",0.12,-0.667737363485788
"Ssynth",0.76,1.28516215288191
"Ssynth",0.84,1.54398473980148
"Ssynth",0.06,-0.879467319956154
"Ssynth",0.76,1.14462218989013
"Ssynth",0.16,-0.608634538417787
"Ssynth",0.74,1.09308335469506
"Ssynth",0.06,-0.856298920835366
"Ssynth",0.1,-0.920853367087047
"Ssynth",0.8,1.4956204991865
"Ssynth",0.14,-0.717989952854128
"Ssynth",0.83,1.36972144631491
"Ssynth",0.83,1.4987865529032
"Ssynth",0.06,-0.863875303623815
"Ssynth",0.26,-0.2422154754654
"Ssynth",0.82,1.45324582463863
"Ssynth",0.13,-0.747290986071236
"Ssynth",0.09,-0.918488740160652
"Ssynth",0.71,1.20444005885311
"Ssynth",0.74,1.6436924495988
"Ssynth",0.74,1.43668885518239
"Ssynth",0.75,1.33465178194829
"Ssynth",0.32,-0.0664929117401135
"Ssynth",0.88,1.81036684397321
"Ssynth",0.82,1.70172743795824
"Ssynth",0.75,1.58101889505803
"Ssynth",0.04,-1.19526653503214
"Ssynth",0.84,1.67721188482893
"Ssynth",0.89,1.71482271335348
"Ssynth",0.25,-0.303666347713967
"Ssynth",0.2,-0.440675908389195
"Ssynth",0.12,-0.903918289566867
"Ssynth",0.14,-0.651628277420139
"Ssynth",0.92,2.49897315729917
"Ssynth",0.19,-0.559409206720709
"Ssynth",0.86,1.51441457446716
"Ssynth",0.2,-0.464483845848706
"Ssynth",0.11,-0.61947166778543
"Ssynth",0.83,1.19615396449936
"Ssynth",0.81,1.38316628890098
"Ssynth",0.12,-0.620588558651118
"Ssynth",0.85,1.38241198537158
"Ssynth",0.24,-0.308608964080843
"Ssynth",0.03,-0.923400229749935
"Ssynth",0.07,-0.982157258420791
"Ssynth",0.23,-0.321001712930766
"Ssynth",0.82,1.52841514465333
"Ssynth",0.88,1.89106893350968
"Ssynth",0.11,-0.669438880219371
"Ssynth",0.76,1.45760558182063
"Ssynth",0.13,-0.677976147034492
"Ssynth",0.91,1.26929842658345
"Ssynth",0.74,1.37337869044396
"Ssynth",0.74,1.04609133755802
"Ssynth",0.06,-0.887491525037799
"Ssynth",0.67,1.03040410939601
"Ssynth",0.74,1.3293093923531
"Ssynth",0.09,-0.799629981705771
"Ssynth",0.06,-0.712230312066876
"Ssynth",0.84,1.45749879894861
"Ssynth",0.1,-0.706770512055232
"Ssynth",0.66,1.30571562344971
"Ssynth",0.2,-0.538405507789535
"Ssynth",0.66,1.25315304432985
"Ssynth",0.21,-0.42757602518518
"Ssynth",0.66,1.03102163235211
"Ssynth",0.72,1.30515886996693
"Ssynth",0.8,1.51139099813345
"Ssynth",0.88,1.75409589769978
"Ssynth",0.88,1.77247225590537
"Ssynth",0.85,1.40711973715023
"Ssynth",0.7,1.18426085176888
"Ssynth",0.73,1.36950909684903
"Ssynth",0.08,-0.925823077399459
"Ssynth",0.79,1.37676072824938
"Ssynth",0.7,1.15951470907601
"Ssynth",0.78,1.69527794374494
"Ssynth",0.76,1.81918412094569
"Ssynth",0.22,-0.394724486433462
"Ssynth",0.16,-0.608634538417787
"Ssynth",0.11,-0.85338740829441
"Ssynth",0.29,-0.160784970166821
"Ssynth",0.85,1.41979443724486
"Ssynth",0.85,1.45917026465239
"Ssynth",0.9,1.69544379655246
"Ssynth",0.82,1.64588158924159
"Ssynth",0.12,-0.717071286029679
"Ssynth",0.1,-0.670996016869244
"Ssynth",0.2,-0.409476557385164
"Ssynth",0.89,1.84363312327208
"Ssynth",0.85,1.6070664586094
"Ssynth",0.13,-0.822584016017452
"Ssynth",0.79,1.32435580787827
"Ssynth",0.26,-0.289224220217939
"Ssynth",0.28,-0.187226875807932
"Ssynth",0.82,1.62804615958824
"Ssynth",0.21,-0.416572352546988
"Ssynth",0.16,-0.571010547097924
"Ssynth",0.28,-0.193621461235607
"Ssynth",0.77,1.31570256044513
